name,price,capacity,
Crucial M4,,256,
Seagate Momentus 7200.4,49,500,
Seagate Constellation.2,49,250,
Seagate Momentus 5400.6,34,320,
Intel 320,253.5,120,
Hitachi 0J11561,,500,
Corsair Force 3,,240,
Intel 320,,160,
Corsair Force GT,,60,
Toshiba MK1656GSY,,160,
Western Digital AV-GP,97.53,3000,
Western Digital Scorpio Blue,,1000,
Kingston HyperX,199.99,120,
Kingston HyperX,,120,
Seagate Constellation ES,,500,
Mushkin Chronos Deluxe,,60,
Kingston SSDNow V200,,64,
Samsung 830,,256,
Samsung 470,,128,
Crucial M4,,512,
Intel 520,,120,
Intel 520,132.49,180,
Western Digital AV-GP,,500,
Samsung Spinpoint F3,,500,
Seagate Spinpoint F3,,500,
Western Digital VelociRaptor,,300,
Kingston HyperX,,480,
Samsung 830,,512,
Western Digital Caviar Green,,320,
OCZ Vertex 4,,128,
Intel 330,,120,
OCZ Octane,,512,
Western Digital RE4,,2000,
Transcend Transcend MLC,,192,
Seagate Constellation.2,,1000,
PNY XLR8,,120,
Plextor M5S,,128,
Crucial V4,,256,
Crucial V4,,32,
OCZ RevoDrive 3 X2,,960,
OCZ RevoDrive 3,,120,
Corsair Neutron,,240,
Western Digital Green,,2000,
OCZ Agility 3,,128,
OCZ Agility 3,,512,
Samsung 840 Pro,,64,
Samsung 840,,120,
Kingston SSDNow KC100,,240,
Toshiba MK6476GSX,,640,
Samsung Spinpoint M8,,500,
Kingston SSDNow V300,,240,
SanDisk Ultra Plus,,256,
Plextor M5P Xtreme,,256,
Seagate Constellation,,1000,
Seagate Barracuda ES,,750,
SanDisk Extreme II,,120,
SanDisk Extreme II,,240,
Seagate Momentus XT,,500,
Seagate ST4000VN000,,4000,
Western Digital Xe,,300,
Western Digital Xe,,900,
Seagate ST9640423AS,,640,
Samsung 840 Evo,,750,
Intel DC S3500,,80,
Intel 530,189,240,
Toshiba Solid State Drive,,128,
Toshiba Solid State Drive,,256,
Intel 520,,240,
Lenovo 0A89478,142.6,3000,
Seagate ST3500320NS-IM,,500,
Toshiba MG03ACA,,1000,
Seagate Constellation ES,64,2000,
Seagate Constellation ES,99,500,
Samsung 840 Evo,,250,
Western Digital Black,55,320,
SanDisk X110,,64,
Corsair Force Series LS,,60,
SanDisk X110,,256,
Toshiba Q Series Pro,,128,
Seagate ST4000NC001,139,4000,
Seagate 600 Pro,199,480,
VisionTek GoDrive,48.72,480,
Crucial M550,,256,
Seagate Constellation ES.3,,1000,
Plextor M6S,,128,
Samsung XP941,,512,
Plextor M6e,,512,
Seagate ST4000VX000,158.99,4000,
Samsung XP941,,128,
HP Value Endurance SFF,,240,
Kingston E50 Enterprise,210.56,240,
SanDisk EXTREME PRO,199.99,480,
Transcend MTS600,,128,
Seagate Enterprise,207.09,6000,
Samsung 845DC EVO,,960,
Samsung 845DC EVO,,240,
Kingston SSDNow V310,,960,
Kingston SSDNow V310,,960,
Intel 530,,120,
ADATA SP900 M.2,,128,
Crucial M500,,120,
Toshiba MBF245LRC,,450,
Hitachi Ultrastar A7K2000,,1000,
Axiom Signature III,,240,
Patriot Blaze,,120,
Transcend TS32GSSD370,,32,
SanDisk Ultra II,,120,
Seagate ST2000NM0024,237,2000,
Hitachi Ultrastar He8,798,6000,
Western Digital WDBH2D5000ENC-NRSN,35,500,
OCZ VeloDrive,,300,
Samsung PM853T Data Center,,960,
MyDigitalSSD Super Boot Drive,,256,
MyDigitalSSD Super Cache 2,,32,
MyDigitalSSD Bullet Proof 4 Eco,,240,
Corsair Neutron XT,,240,
Seagate Momentus,,500,
Kingston SSDNow,,120,
Patriot Ignite,,480,
Plextor M6e Black Edition,,128,
Samsung XP941,,128,
G.Skill Phoenix Blade,,960,
Intel DC S3710,241.15,800,
Intel DC S3500,,1200,
Hitachi s842,298.81,800,
OCZ Vector 180,,240,
OCZ Vector 180,,960,
Seagate ST1000NX0353,,1000,
OCZ Trion 100,,480,
OCZ Trion 100,,960,
Corsair Neutron XT,,480,
Intel 535,,360,
Mushkin Atlas Vital,,240,
PNY CS1211,,120,
Transcend TS16GSSD500,,16,
Toshiba Q300,,120,
Toshiba Q300,,480,
Toshiba Q300 Pro,,256,
Seagate ST980813AS,,80,
Toshiba HDWA120XZSTA,,2000,
Toshiba HDWA130XZSTA,,3000,
PNY CS1311,,960,
Avexir V1,,128,
Western Digital RE,,6000,
Intel 540s,,1000,
Biwin CSE25A00001-512,,512,
Kingston SSDNow G2,,120,
Avexir E100,,120,
Avexir E100,,240,
Plextor M8Pe,,1000,
Plextor M8Pe,,512,
Plextor M8Pe,,128,
Intel Pro 5400s,349.99,480,
ADATA XPG SX8000,,128,
Patriot Hellfire,,240,
Patriot Hellfire,,480,
Addlink S10,,240,
SanDisk Z410,170.9,480,
ADATA SU800,,256,
ADATA SU800,,512,
ADATA SU900,,1000,
Intel Pro 6000p,108,512,
TEAMGROUP T-Force Cardea,,240,
Hyundai Technology Sapphire,,240,
Hitachi HGST Ultrastar C10K1800,,1200,
Seagate SkyHawk,,3000,
ADATA SX7000,,256,
XPG GAMMIX S10,,256,
MyDigitalSSD SBX,,128,
Intel 545s,185.9,512,
Hitachi P7K500,,500,
Plextor M9Pe,,256,
Plextor M9Pe,,512,
TEAMGROUP L5 LITE 3D,,120,
Micron 1100,199.99,1000,
TCSunBow X3,,60,
TEAMGROUP T-Force Delta RGB,,500,
Toshiba P300,,1000,
TEAMGROUP T-Force Delta RGB,,250,
TEAMGROUP L5 LITE,,480,
Eluktronics TRO-500GB-PRO-X,,500,
Eluktronics TRO-1TB-PRO-X,,1000,
Mushkin PILOT,,500,
ADATA XPG GAMMIX S11,,960,
ADATA XPG GAMMIX S11,,240,
Toshiba RC100,,120,
Toshiba RC100,,480,
Drevo X1 Pro,,256,
Seagate Barracuda Compute,,2000,
Mushkin PILOT,143.68,1000,
ADATA XPG SX850,,128,
Samsung 860 Evo,,250,
ADATA SU655,,240,
ADATA SU655,,480,
Mushkin PILOT,,2000,
Seagate EXOS Enterprise,,1000,
Seagate EXOS Enterprise,152.78,1000,
Seagate Enterprise Capacity,99.94,3000,
Seagate IronWolf Pro,,6000,
Seagate Enterprise Capacity,265,4000,
Western Digital RE,254.45,6000,
Seagate Barracuda Compute,,250,
Patriot Scorch,,128,
Patriot Scorch,,512,
ADATA SU800,74.95,1000,
Plextor M8VC,,256,
Lexar NM600,,240,
Lexar NM600,,480,
Seagate IronWolf NAS,,3840,
Seagate IronWolf NAS,,240,
Seagate SkyHawk AI,269,10000,
Toshiba MG04ACA200N,,2000,
Intel Pro 7600p,,1000,
SanDisk X600,235,1000,
Toshiba MQ01ABD100M,,1000,
Micron 2200,,256,
Seagate Barracuda Compute,,512,
Lexar NM210,,128,
Toshiba MG06ACA10TE,241.77,10000,
Seagate SkyHawk AI,,6000,
Toshiba MC04ACA400E,,2000,
Hitachi Ultrastar He10,243.73,8000,
TEAMGROUP T-Force Delta Max RGB,,1000,
Seagate IronWolf NAS,,240,
Seagate Barracuda Compute,,250,
Patriot Viper Gaming VP4100,,1000,
Pioneer APS-SE20G,,2000,
Intel D3-S4610,134.75,480,
Silicon Power Ace A56,,256,
HP Z Turbo Drive PCIe,,512,
Intel 545s,,256,
Intel DC P4101,,256,
Intel DC P4101,,2000,
PNY XLR8 CS2311,92.85,500,
Intel DC S3500,,120,
Samsung SM863,,480,
Seagate ST1000LM050,,1000,
ADATA XPG SX8800 Pro,,512,
ADATA SU760,,256,
Integral UltimaPro X2,,240,
Kingston KC600B,,256,
Toshiba Slim L200,54.79,500,
Seagate IronWolf 510,,960,
Samsung PM871b,,1000,
Centon MP Essential,29.97,240,
ADATA XPG SX950U,,480,
Silicon Power US70,,2000,
Angelbird WRK XT,,8000,
Synology SNV3000,,400,
Angelbird Wings MX2,,512,
Timetec 35LSNVME-960GB,,960,
Silicon Power UD70,,500,
Apacer AS510S ProII,,64,
Apacer PPSS80,,1000,
Apacer PP3480,,512,
TEAMGROUP T-Create Expert,,1000,
TEAMGROUP T-Create Expert,,2000,
ADATA XPG GAMMIX S5,,2000,
Mushkin Gamma,,2000,
Mushkin SOURCE 2,,480,
Kingston DC500R,93.99,480,
Addlink S92,,1000,
Addlink S90,,2000,
Addlink S72,,1000,
Addlink S68,,256,
VisionTek PRO,74.99,500,
Toshiba P300,,2000,
Seagate IronWolf Pro 125,,240,
Seagate IronWolf Pro 125,,1920,
ADATA ATOM 30,,500,
Micron 7400 PRO,,1920,
Seagate Exos 7E8 4Kn,,4000,
Seagate Exos 7E8 512e,,6000,
PNY XLR8 CS3040 w/Heatsink,244.98,1000,
ADATA Legend 740,,1000,
PNY CS900,,500,
Leven JS600,,64,
TEAMGROUP T-Force Cardea A440 Pro Special Series,,1000,
TEAMGROUP T-Force Cardea A440 Pro Special Series,,2000,
TEAMGROUP T-Force Cardea A440 Pro Special Series,,4000,
Klevv CRAS C720,,256,
Klevv CRAS C920,,2000,
Klevv NEO N610,,512,
Klevv NEO N400,,480,
Klevv CRAS C700 RGB,,960,
Inland Platinum,27.99,256,
Inland Professional,,256,
TEAMGROUP QX,,8000,
Toshiba N300,485.47,6000,
Toshiba N300,,12000,
Toshiba S300,,4000,
HP S650,,960,
HP S750,,1000,
HP S750,,256,
Western Digital SN520,,128,
Western Digital SN520,,256,
Timetec 35TTM8SSATA,,512,
ADATA ISSS333-512GD,,512,
ADATA ISSS333-002TP,,2000,
Toshiba X300,434.71,12000,
Toshiba L200,,1000,
Seagate BarraCuda 120,,2000,
V7 V7SSD240GBM2SU,33.22,240,
V7 V7SSD480GBM2SU,39.82,480,
V7 V7SSD256GBNV3U,38.99,256,
ADATA LEGEND 700,,250,
Nextorage G-Series,,2000,
Seagate Beskar Ingot Drive Special Edition FireCuda,,500,
Intel D3-S4620,259.75,960,
PNY CS2240,79.98,500,
Fantom Drives VENOM8 PS5,349.95,4000,
Integral M2,,1024,
Timetec 35TTTNGE4NVME-1TBH,,1000,
Addlink S90 Lite,,2000,
AITC Kingsman KE680,,512,
Nextorage NE5N,,2000,
Micron 2300,,256,
Micron 5300 PRO,,480,
Micron 5200,,960,
GeIL Zenith P4L,,512,
Nextorage G-Series,,1000,
Nextorage G-Series,,4000,
Western Digital PC SN740 Pyrite,,256,
Western Digital PC SN740 Opal,,1000,
Western Digital PC SN740 Pyrite,,2000,
VisionTek DLX4,103.99,1000,
VisionTek DLX4,56,512,
Toshiba DT02-V,,2000,
G.Skill Ripjaws S3,,120,
Inland Enterprise,,1920,
Seagate Game Drive,,2000,
Addlink S90 Lite,,4000,
Titanium Micro TH2000,48.99,512,
Transcend 830S,39.99,256,
ADATA LEGEND 700 GOLD,,2000,
PNY CS3150,,2000,
Seagate Barracuda PCIe,,250,
ADATA LEGEND 700,,2000,
Lenovo S4520,421.87,960,
Lenovo S4520,,3840,
Gigabyte 4000E,,250,
TEAMGROUP T-Force GE Pro,,1000,
MSI SPATIUM M480 PRO PLAY,,4000,
TEAMGROUP T-Create Classic C47,,2000,
MSI SPATIUM M480 PRO HS,,4000,
ADATA XPG GAMMIX S50 Core,,500,
ADATA XPG GAMMIX S50 Core,,1000,
Nextorage G-Series LE,89.99,1000,
Seagate Constellation.2,41,1000,
KIOXIA BG5,,256,
Hitachi Ultrastar 7K6000,138.72,6000,
Patriot VP4000 Mini,49.99,500,
Hitachi Ultrastar C10K1200,97.73,1200,
Toshiba N300 Pro,186.17,6000,
Micron 2400,95,1000,
Seagate ST3146356SS-IM,55,146,
Seagate Nytro Enterprise,1299,3200,
Toshiba N300,,18000,
Toshiba S300 Pro,159,6000,
Toshiba MG06ACA600E,159.99,6000,
Inland TN446,87.99,1000,
Hitachi A7K2000,36.47,500,
Western Digital Red Pro,268.95,6000,
Intel DC P4801X,307.99,100,
Toshiba X300,279,8000,
Toshiba P300,,2000,
PNY CS2130,499.99,4000,
Toshiba S300 Pro,279.75,8000,
Western Digital SN520,77,512,
VisionTek DLX4,150,2000,
Titanium Micro TH7175,164.99,2000,
Fantom Drives VENOM7 PS5,139.94,2000,
Seagate Momentus XT,55,750,
Western Digital Scorpio Blue,103.98,250,
Intel DC S3500,,300,
Seagate ST3000VM002,,3000,
Crucial M500,207.77,240,
Seagate ST1800MM0128,,1800,
Dell K054N,104.5,600,
Western Digital Gold,282.45,6000,
Intel 540s,403.55,480,
Intel Pro 5400s,547,1000,
Transcend TS960GSSD220S,96.41,960,
Crucial BX300,69.98,480,
Seagate BarraCuda,165,500,
Kingston HyperX FURY RGB BUNDLE,,480,
Seagate Enterprise Capacity,236.38,2000,
Toshiba MG06ACA800E,279.99,8000,
VisionTek PRO XMN,162.79,1000,
Toshiba X300,240,6000,
Toshiba S300 Pro,306.79,10000,
VisionTek DLX3,154.38,2000,
VisionTek DLX4 Pro,479.9,4000,
VisionTek DLX4,186.29,2000,
Western Digital VelociRaptor,,150,
Western Digital RE4,,1500,
Western Digital RE2-GP,58.28,1000,
Western Digital Caviar Black,,750,
Western Digital Caviar Blue,,640,
Western Digital Caviar Blue,,320,
Western Digital Caviar Blue,,250,
Western Digital Scorpio Black,,320,
Western Digital Scorpio Black,,250,
Western Digital Scorpio Black,,80,
Western Digital Scorpio Black,49.95,160,
Western Digital Scorpio Blue,,500,
Western Digital Scorpio Blue,33,250,
Western Digital AV,,320,
Western Digital AV,,250,
Western Digital AV,,160,
Western Digital AV-GP,,2000,
Hitachi 7K1000.C,,320,
Hitachi 7K1000.C,132.37,250,
Hitachi 7K1000.B,,500,
Hitachi 7K1000.B,,250,
Hitachi E7K1000,,1000,
Seagate BarraCuda,,1500,
Intel X25-M,200.1,160,
Intel X25-M,,160,
Samsung Spinpoint F3 EG,,500,
Samsung Spinpoint F3,,160,
Samsung Spinpoint F2 EG,,1000,
Samsung Spinpoint F1 EG,,320,
Samsung Spinpoint F1 DT,,250,
Samsung Spinpoint F1 DT,,160,
Samsung Spinpoint M7,,160,
Samsung Spinpoint M7,,400,
Samsung Spinpoint M7E,,500,
Samsung Spinpoint M7E,40,320,
OCZ Colossus,,1000,
OCZ Colossus LT,,120,
OCZ Colossus LT,,250,
OCZ Vertex 2 EX,,100,
OCZ Vertex 2 Pro,,100,
OCZ Vertex 2,,400,
OCZ Agility 2,,60,
OCZ Vertex,,120,
OCZ Agility,,120,
OCZ Agility,,250,
OCZ Onyx,,32,
Seagate Barracuda ES,94.97,1000,
Western Digital VelociRaptor,,300,
OCZ Vertex 2,,40,
OCZ Vertex 2,,90,
Seagate BarraCuda,,160,
Seagate Pipeline HD,,160,
Samsung Spinpoint F4,,320,
Western Digital Caviar Green,,1500,
Kingston SSDNow E,,64,
Kingston SSDNow V,,30,
Kingston SSDNow V100,,256,
Kingston SSDNow V+ 100E,,128,
Intel X25-M,179.95,160,
Crucial RealSSD C300,,64,
OCZ Agility 2,,40,
OCZ Agility 2,,180,
OCZ Agility 2,,90,
ADATA S599,,256,
ADATA S599,,40,
Corsair Force,,160,
Corsair Force,,40,
G.Skill Phoenix Pro,,80,
Samsung 470,,128,
Hitachi 7K500,,160,
Western Digital RE4,,250,
Western Digital VelociRaptor,,300,
OCZ Vertex 2,,320,
Zalman N,,128,
Patriot Inferno,,240,
Corsair Performance 3,,256,
Corsair Performance 3,,128,
Seagate SV35,,1000,
OCZ Agility 2,,240,
Corsair Force,,115,
Kingston SSDNow V+,,256,
Intel 320,,40,
Intel 320,,120,
Seagate Pipeline HD,,250,
Mushkin Callisto DX2,,115,
Patriot Torqx 2,,256,
Patriot Torqx 2,,128,
Seagate Momentus 5400.6,,160,
Hitachi Travelstar 5K500.B,,160,
Seagate Momentus,38.99,500,
Seagate Momentus 7200 FDE.2,,250,
Seagate Momentus 7200.4,55,320,
Seagate Momentus 7200.4,,250,
Hitachi Travelstar Z5K320,,320,
OCZ Solid 3,,120,
Hitachi Travelstar 7K500,,250,
Hitachi Deskstar 7K3000,,1500,
Intel 320,,40,
Western Digital Scorpio Blue,29.95,320,
Western Digital Scorpio Blue,,250,
OCZ Vertex 3 – MAX IOPS Edition,,240,
Seagate Momentus,,750,
Samsung 470,,128,
Samsung 470,,256,
Western Digital Caviar Green,,750,
Hitachi Travelstar Z5K320,,250,
ADATA S501 V2,,128,
OCZ Colossus Plus,,120,
Kingston SSDNow V100,,32,
Intel 320,,120,
Western Digital AV-25,199,500,
Toshiba MK6461GSYN,,640,
OCZ Synapse Cache,,64,
OCZ Agility 3,,480,
Corsair Force GT,,480,
Corsair Force 3,,480,
Verbatim Verbatim SATA II,,256,
SanDisk Ultra,,60,
OCZ Vertex Plus,,240,
Plextor PX-M3S,,256,
Crucial M4,,128,
Western Digital Caviar Green,,320,
OCZ Petrol,,64,
SanDisk Extreme,159.99,120,
SanDisk Extreme,,240,
Plextor M3 Pro,,256,
Plextor M3 Pro,,128,
Hitachi Travelstar Z7K320,,320,
Seagate Momentus Thin,,250,
Corsair Force 3,,240,
Verbatim Verbatim SATA III,,240,
OCZ Petrol,,256,
Intel 313,,24,
Kingston HyperX 3K,,90,
Kingston HyperX 3K,,90,
Kingston SSDNow V+200,,120,
Seagate Momentus Thin,,320,
ADATA Premier Pro SP900,299.95,256,
ADATA XPG SX900,,64,
Toshiba MK2565GSX,,250,
Western Digital Scorpio Blue,,320,
Seagate Momentus LP,,1000,
Western Digital AV-GP,32,160,
Western Digital AV,,320,
Kingston SSDNow V+200,,240,
Corsair Force 3,,240,
Transcend Transcend SLC,,32,
Transcend Transcend MLC,,128,
Kingston SSDNow V+200,,120,
SanDisk Solid State Drive,,64,
Samsung Spinpoint M8,,250,
Seagate Momentus Thin,,320,
Kingston SSDNow V+200,,60,
Kingston SSDNow V+200,,240,
Crucial V4,,128,
Crucial V4,,128,
OCZ RM88,,1600,
OCZ RevoDrive,,480,
OCZ RevoDrive X2,,100,
OCZ Z-Drive R2 P88,,1000,
OCZ RevoDrive 3,,240,
OCZ RevoDrive 3 Max IOPS,,240,
Intel 910,,400,
Crucial V4,,32,
Kingston SSDNow V+200,,240,
Plextor M5S,,256,
G.Skill Phoenix III,,120,
G.Skill Phoenix III,,240,
Corsair Neutron GTX,,120,
OCZ Agility 3,,64,
OCZ Agility 3,,256,
Western Digital VelociRaptor,,250,
PNY XLR8 PRO,,480,
Plextor M5P,,128,
Kingston SSDNow KC100,310.24,240,
Plextor M5P,,256,
Samsung Spinpoint M8,,320,
Seagate Constellation CS,,2000,
OCZ Vector,,128,
Kingston SSDNow V300,,120,
ADATA XPG SX910,,256,
Plextor M5P,,512,
Corsair Neutron,,256,
Intel DC S3700,184.78,400,
Intel 525,,30,
Intel 313,,20,
Intel 310,,40,
Crucial M4,227.77,64,
Hitachi Travelstar,,1000,
Seagate BarraCuda,,250,
Corsair Neutron GTX,,120,
OCZ Vertex 3.20,,120,
Plextor M5P,,128,
Plextor M5M,,256,
Seagate Constellation CS,,1000,
Seagate Constellation ES.3,80,3000,
Seagate Constellation ES.3,195.45,1000,
Mushkin Chronos Deluxe,,480,
Crucial M500,,120,
SanDisk Extreme II,,480,
Seagate Momentus XT,,750,
Western Digital WD3001FAEX,,3000,
Western Digital AV-25,,1000,
Western Digital SE,145,3000,
Western Digital Green,,750,
Western Digital WDBMMA0010HNC-NRSN,,1000,
Hitachi Travelstar,,500,
IBM 43X0839,,73.4,
Lenovo 0A65633,,1000,
Seagate ST4000VM000,120.5,4000,
Seagate ST640LM000,,640,
Hitachi 0F19847,,4000,
Seagate Constellation Product Series:ES.3,,3000,
Seagate Savvio,,300,
OCZ Vertex 450 Series 256,,256,
Intel 530,95,180,
Toshiba Q,,128,
Toshiba Q,,256,
Toshiba Solid State Drive,,512,
Lenovo ThinkPad,99,500,
Intel 520,,120,
Samsung 840 Pro,,512,
Toshiba MG03ACA,,3000,
OCZ Deneva 2,,180,
Western Digital WD7500BFCX,,750,
Seagate Constellation.2,205,500,
Western Digital Black,,250,
Intel 530,,120,
OCZ Vertex 450,,512,
OCZ Vector 150,,120,
OCZ Vector 150,380,240,
Samsung 840 Evo,,250,
Toshiba Q Series Pro,149.94,256,
SanDisk X210,,250,
Hitachi Ultrastar 7K4000,,4000,
Hitachi Travelstar,,500,
Seagate Enterprise Performance 10K.7,,1200,
Western Digital AV-GP,,4000,
Mushkin Scorpion PCIe,,480,
SanDisk Extreme II,,240,
Transcend SSD340,,256,
OCZ Z-Drive R4 CM84,,300,
OCZ Z-Drive R4 CM84,,600,
OCZ Z-Drive R4 CM88,,800,
Wintec Industrial Grade I-Temp,,16,
Hitachi Deskstar NAS,,4000,
Toshiba MG03ACA400,,4000,
Samsung 840 Evo,,1000,
Samsung 840 Evo,,500,
Intel 530,,480,
Seagate 600 Pro,,100,
Wintec FileMate,,16,
Intel 730,,240,
Intel 730,,480,
ADATA Premier Pro SP920,,128,
Plextor M6e,,128,
Plextor M6e,,256,
SanDisk Extreme II,,120,
V7 Elite,,256,
Plextor M6S,,256,
Samsung SM843T Data Center,,120,
Plextor M6e,,256,
Plextor M6e,,512,
ADATA S510,,480,
Samsung XP941,,256,
ADATA Premier SP610,,128,
SanDisk U110,,64,
Kingston SSDNow KC300,,180,
ADATA Premier SP610,,512,
PNY Optima,,480,
Corsair Force LX,,512,
Transcend MTS400,77.14,128,
Seagate Enterprise,,6000,
SanDisk X300S,,128,
Kingston SSDNow V310,300,960,
Axiom Mac Signature III,,480,
Axiom Mac Signature III,,240,
Crucial M500,380.77,480,
Kingston E50 Enterprise,,100,
OCZ ARC 100,,480,
Hitachi Travelstar,,500,
Lenovo 4N40A33711,,3000,
Seagate ST380215AS-IM,,80,
Axiom Mac Signature III,,120,
Axiom Signature III,,60,
Intel 730,,240,
Mushkin MKNSSDCL960GB-DX,,960,
Patriot Blaze,,240,
Patriot Blaze,,60,
Apotop MASS3C128GBR,,128,
TEAMGROUP Dark L3,,120,
Silicon Power S60 3K P/E,69.96,120,
Hitachi Deskstar NAS,,5000,
Hitachi Ultrastar He8,,8000,
Seagate ST4000NM0044,,4000,
Seagate ST6000NM0044,,6000,
Seagate STBD2000102,,2000,
Hitachi Travelstar Z7K500,150,500,
Hitachi He6,,6000,
IBM 90Y8890,,600,
Seagate ST2000NM0044,,2000,
Intel 710,,100,
Kingston SSDNow,,240,
Plextor M6 PRO,,1000,
MyDigitalSSD Super Cache 2,,32,
MyDigitalSSD Bullet Proof 4 Eco,,512,
MyDigitalSSD Super Boot Drive,,16,
Seagate Surveillance HDD,,5000,
Seagate Surveillance HDD,,5000,
Seagate ST6000NM0084,,6000,
Seagate Enterprise NAS,,6000,
Toshiba PH3400U-1I72,149,4000,
Seagate ST900MM0128,129,900,
Crucial MX200,,500,
Samsung PM853T Data Center,,480,
Samsung XP941,,256,
SanDisk SDSA6GM-128G-1122,,128,
Transcend TS32GMSA370,,32,
VisionTek Go Drive,194.48,240,
Intel DC S3610,,400,
Seagate ST6000NM0014,150,6000,
Mushkin Striker,,960,
PNY CS1111,,120,
PNY CS1111,,480,
Corsair Force LS,,60,
SanDisk X300S,,256,
Seagate ST1000LM015,,1000,
Seagate ST500LM001,,500,
Seagate ST6000DX000,,6000,
Hitachi Ultrastar 7K6000,646.54,6000,
Intel 750,,400,
Corsair Force LS,,120,
Corsair Force LS,,240,
Intel 535,149,120,
Hitachi S800 S846,,1600,
Kingston Savage,,480,
Dell 341-9520,,450,
Kingston SHSS3B7A/960G Bundle,,960,
Intel 535,119,180,
Intel 535,98.71,240,
Mushkin Reactor,,256,
Western Digital Purple NV,136,4000,
Western Digital Purple NV,,6000,
OCZ Trion 100,,240,
HP E2P03AA,,900,
Intel SSDPEDMX400G401,,400,
Intel SSDSC2BB240G601,315,240,
Intel SSDSC2BB480G601,287.97,480,
Intel SSDSC2BB800G601,349.19,800,
Kingston SSDNow KC310,,960,
PNY CS1211,,240,
Hitachi Ultrastar 7K6000,,2000,
Seagate ST2000NX0353,,2000,
Mushkin Atlas Vital,,480,
Patriot Blast,,480,
SanDisk Ultra II,,256,
Transcend TS256GSSD370S,119,256,
SanDisk Z400s,,64,
SanDisk Z400s,,64,
SanDisk Z400s,,256,
Hitachi MegaScale DC 4000.B,,4000,
Seagate Enterprise NAS,,4000,
Eluktro Pro Performance,,1000,
Eluktro Pro Performance,,512,
Zotac Premium Edition,,240,
Zotac Premium Edition,,480,
Intel DC P3608,,3200,
Intel 750,,400,
Seagate Momentus 5400.3,39,80,
Hitachi Ultrastar Archive Ha10,,10000,
Crucial BX200,151.99,960,
Toshiba HDWA110XZSTA,,1000,
Western Digital RE,,4000,
Kingston FURY,,120,
Silicon Power S60,,60,
PNY CS2211,,240,
PNY CS2211,55,480,
OCZ TRION 150,,480,
OCZ TRION 150,,960,
OCZ Vector 180,,960,
Mushkin ECO3,,480,
Western Digital Caviar SE,,250,
Silicon Power S70,,120,
Plextor M7V,,128,
Seagate ST1000LX001,,1000,
Intel 540s,,480,
Intel 540s,,120,
ADATA SP550,,960,
Samsung PM951,,128,
MyDigitalSSD 80mm BP5e,,120,
Kingston SSDNow G2,,480,
Corsair Neutron XTi,,480,
Plextor M8Pe,,1000,
ADATA Premier SP550,,240,
Plextor M7V,,256,
Mushkin TRIACTOR,,250,
OCZ RD400A,,128,
MyDigitalSSD BPX,,256,
Intel Pro 5400s,154,180,
Intel Pro 5400s,250,360,
Intel Pro 5400s,,240,
Western Digital Red Pro,,8000,
Addlink S10,,120,
TEAMGROUP L7 EVO,,120,
Toshiba X300,,4000,
TEAMGROUP T-Force Cardea,,480,
Hyundai Technology Cobalt,,480,
Hyundai Technology Cobalt,,960,
Corsair Neutron NX500,,400,
PNY CS2030,,240,
Seagate Barracuda 7200.9,47,160,
Patriot Spark,90,128,
Western Digital Gold,242.45,8000,
Western Digital Purple,152.99,6000,
Kingston KC1000,,240,
Kingston KC1000,,960,
MyDigitalSSD SBX,,1000,
MyDigitalSSD SBX,,512,
MyDigitalSSD SBX,,256,
Hitachi Ultrastar,,2000,
Hitachi 0F30144,,12000,
Plextor M9Pe,,1000,
KFA2 GAMER L,,120,
KFA2 GAMER L,,240,
Hitachi 0F10942,125,2000,
Kingston UV500B,,960,
Kingston UV500B,,120,
TEAMGROUP T-Force Delta RGB,,1000,
TEAMGROUP T-Force Delta RGB,,500,
Toshiba P300,,500,
Silicon Power S55,,480,
Mushkin PILOT,,250,
Drevo X1 Pro,,64,
Seagate SkyHawk,,14000,
Kingston HyperX FURY RGB BUNDLE,,960,
Kingston HyperX FURY RGB BUNDLE,,240,
Samsung 860 Evo,,500,
Toshiba N300,259,6000,
ADATA SU655,,960,
TEAMGROUP T-Force Delta Phantom Gaming RGB,,250,
TEAMGROUP T-Force Delta Phantom Gaming RGB,,1000,
Intel 545s,,128,
Seagate Enterprise Capacity,74.83,1000,
Seagate Enterprise Capacity,207.99,1000,
Seagate Enterprise Performance,276.02,1200,
Seagate Enterprise Performance,211.89,1800,
Seagate Enterprise Capacity,,2000,
Seagate Desktop,,8000,
Seagate Enterprise Capacity,,4000,
Western Digital Black,,1000,
Seagate ST3250412CS,,250,
Seagate Nytro Enterprise,,240,
Western Digital Blue UltraSlim,,500,
Seagate Nytro Enterprise,,480,
Seagate Nytro Enterprise,580,960,
Seagate Barracuda Compute,,2000,
Toshiba X300,,14000,
Seagate Enterprise Performance,138.5,300,
Seagate Nytro Enterprise,,1920,
Seagate Nytro Enterprise,,800,
TEAMGROUP MS30,,256,
Silicon Power P34A80,,512,
Plextor M8VC,100.99,128,
Plextor M8VG,,128,
TEAMGROUP MP32,,512,
Plextor M8VC,,512,
Lexar NS200,,960,
Mushkin Helix-L,,500,
Seagate IronWolf NAS,,960,
Seagate IronWolf NAS,,480,
TEAMGROUP L5 LITE,,1000,
Toshiba MG07ACA14TA,,14000,
Seagate SkyHawk Surveillance,,12000,
Seagate SkyHawk AI,269.99,12000,
Toshiba S300 Pro,194.99,8000,
